Player,TH,Total Wars,Total Closer Stars,Total Avg Closer Stars,Total Stars,Avg Total Stars,Total 3-stars,Total Holds,Total Bleeds,Total Nuked,Attacks,Closer Stars,Avg Closer Stars,Stars,Avg Stars,Avg Dmg %,3-stars,3-star %,Near-miss (95%),Salt Attacks,Salt Closer Stars,Salt Stars,Salt Avg Stars,Salt 3-stars,Salt 3-star %,Salt 1st Attempt,Salt % 1st Close,Salt Avg Dmg,Boot Attacks,Boot Closer Stars,Boot Stars,Boot Avg Stars,Boot 3-stars,Boot 3-star %,Boot 1st Attempt,Boot % 1st Close,Boot Avg Dmg,Nuke Attacks,Nuke Closer Stars,Nuke Stars,Nuke Avg Stars,Nuke 3-stars,Nuke 3-star %,Nuke 1st Attempt,Nuke % 1st Close,Nuke Avg Dmg,Snipe Attacks,Snipe Closer Stars,Snipe Stars,Snipe Avg Stars,Snipe 3-stars,Snipe 3-star %,Snipe 1st Attempt,Snipe % 1st Close,Snipe Avg Dmg,Total Defends,Stars Yielded,Avg Stars Yielded,Avg Dmg,3-stars Yielded,Misses,Peer Attacks,Peer Stars,Peer 3-stars,Peer Avg Stars,Peer Avg Dmg,Peer Misses,Nuke Attacks,Nuke Stars,Nuke 3-stars,Nuke Avg Stars,Nuke Avg Dmg,Nuke Misses,Snipe Attacks,Snipe Stars,Snipe 3-stars,Snipe Avg Stars,Snipe Avg Dmg,Snipe Misses,
jeff4217,9,2,4,2,8,4,0,0,0,1,4,4,1,8,2,76.25,0,0,0,4,4,8,2,0,0,2,0.5,76.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,100,2,0,1,3,1,3,100,0,1,3,1,3,100,0,0,0,0,0,0,0,
steve,9,9,16,1.77778,37,4.11111,5,8,6,1,18,16,0.888889,37,2.05556,81.9444,5,0.277778,1,11,5,20,1.81818,2,0.181818,1,0.0909091,80,6,9,15,2.5,3,0.5,3,0.5,90.5,0,0,0,0,0,0,0,0,0,1,6,2,2,0,0,0,0,52,15,23,1.53333,67.0667,3,4,13,21,3,1.61538,72,3,1,2,0,2,68,0,1,0,0,0,2,1,
Jim,9,11,36,3.27273,50,4.54545,14,12,7,0,22,36,1.63636,50,2.27273,87,14,0.636364,0,16,35,42,2.625,12,0.75,0,0,94.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,1.33333,2,0.333333,0,0,67.8333,16,34,2.125,75.625,4,0,16,34,4,2.125,75.625,0,0,0,0,0,0,0,0,0,0,0,0,0,
Blaine,9,22,78,3.54545,107,4.86364,26,18,18,12,44,78,1.77273,107,2.43182,93.0455,26,0.590909,5,40,72,99,2.475,24,0.6,18,0.45,94.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,2,2,0.5,2,0.5,76.75,39,72,1.84615,60.5128,8,0,18,36,3,2,72.1667,0,12,27,5,2.25,75.4167,0,9,9,0,1,17.3333,0,
Atlas,10,9,22,2.44444,29,3.22222,3,8,10,6,18,22,1.22222,29,1.61111,65.3889,3,0.166667,1,0,0,0,0,0,0,0,0,0,13,12,18,1.38462,1,0.0769231,2,0.153846,54.9231,5,10,11,2.2,2,0.4,0,0,92.6,0,0,0,0,0,0,0,0,0,19,24,1.26316,56.4211,2,5,9,12,0,1.33333,56.7778,2,6,10,2,1.66667,73.1667,1,4,2,0,0.5,30.5,2,
trappist9,8,5,12,2.4,16,3.2,5,1,2,2,8,12,1.5,16,2,78.25,5,0.625,0,1,3,3,3,1,1,0,0,100,4,9,12,3,4,1,2,0.5,100,0,0,0,0,0,0,0,0,0,3,0,1,0.333333,0,0,0,0,42,7,16,2.28571,85.1429,4,0,4,9,2,2.25,86,0,2,6,2,3,100,0,1,1,0,1,52,0,
Aboy1.0,8,2,6,3,9,4.5,2,0,0,0,4,6,1.5,9,2.25,86,2,0.5,1,0,0,0,0,0,0,0,0,0,3,6,8,2.66667,2,0.666667,2,0.666667,98.6667,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,48,2,6,3,100,2,0,2,6,2,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bantatz,9,3,15,5,17,5.66667,5,1,1,1,6,15,2.5,17,2.83333,97.6667,5,0.833333,0,6,15,17,2.83333,5,0.833333,3,0.5,97.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2.5,86.75,2,0,3,7,1,2.33333,82.3333,0,1,3,1,3,100,0,0,0,0,0,0,0,
Chezwick,10,10,30,3,36,3.6,5,10,6,9,20,30,1.5,36,1.8,72.75,5,0.25,2,0,0,0,0,0,0,0,0,0,10,17,21,2.1,4,0.4,2,0.2,86.5,1,3,3,3,1,1,0,0,100,9,10,12,1.33333,0,0,0,0,54.4444,15,23,1.53333,57.5333,2,3,3,5,0,1.66667,52.3333,0,9,17,2,1.88889,69.6667,1,3,1,0,0.333333,26.3333,2,
jbarr,9,13,33,2.53846,55,4.23077,11,9,13,0,26,33,1.26923,55,2.11538,83.0769,11,0.423077,1,4,0,7,1.75,0,0,0,0,69,21,33,48,2.28571,11,0.52381,8,0.380952,88.7619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,25,48,1.92,77.24,6,1,25,48,6,1.92,77.24,1,0,0,0,0,0,0,0,0,0,0,0,0,
Darth Carlos,9,15,58,3.86667,75,5,18,8,7,10,30,58,1.93333,75,2.5,92.9,18,0.6,2,24,50,62,2.58333,16,0.666667,8,0.333333,95.375,1,0,2,2,0,0,0,0,99,0,0,0,0,0,0,0,0,0,5,8,11,2.2,2,0.4,2,0.4,79.8,22,50,2.27273,80.4091,7,0,12,26,3,2.16667,76.25,0,10,24,4,2.4,85.4,0,0,0,0,0,0,0,
Aboy,9,5,9,1.8,16,3.2,3,2,4,5,10,9,0.9,16,1.6,73.2,3,0.3,0,2,6,6,3,2,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,1.25,1,0.125,0,0,66.5,9,16,1.77778,72.3333,3,2,4,3,0,0.75,42.5,2,5,13,3,2.6,96.2,0,0,0,0,0,0,0,
Aboy,10,11,22,2,44,4,6,12,4,5,22,22,1,44,2,78.5909,6,0.272727,1,0,0,0,0,0,0,0,0,0,13,13,25,1.92308,1,0.0769231,3,0.230769,77.2308,5,9,14,2.8,4,0.8,1,0.2,97.4,4,0,5,1.25,1,0.25,0,0,59.5,15,24,1.6,61.8,2,2,9,14,1,1.55556,61.1111,1,5,8,1,1.6,63.4,1,1,2,0,2,60,0,
stardust,9,5,20,4,25,5,6,2,3,0,10,20,2,25,2.5,86,6,0.6,0,7,18,20,2.85714,6,0.857143,1,0.142857,97.2857,1,0,1,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,58,8,16,2,81.125,3,1,8,16,3,2,81.125,1,0,0,0,0,0,0,0,0,0,0,0,0,
DimSum,9,12,36,3,59,4.91667,12,7,6,1,24,36,1.5,59,2.45833,90.7917,12,0.5,3,7,6,16,2.28571,2,0.285714,0,0,83.8571,14,30,38,2.71429,10,0.714286,7,0.5,98.2143,0,0,0,0,0,0,0,0,0,3,2,5,1.66667,0,0,0,0,72.3333,17,39,2.29412,81.7647,7,1,16,36,6,2.25,80.625,1,1,3,1,3,100,0,0,0,0,0,0,0,
Dakth,8,3,6,2,7,2.33333,2,4,3,2,6,6,1,7,1.16667,60.8333,2,0.333333,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,3,3,3,1,1,1,1,100,4,0,1,0.25,0,0,0,0,41.25,5,9,1.8,82.6,1,0,3,6,1,2,87.3333,0,2,3,0,1.5,75.5,0,0,0,0,0,0,0,
Dakth,9,6,18,3,28,4.66667,7,3,5,1,12,18,1.5,28,2.33333,92,7,0.583333,2,2,0,3,1.5,0,0,0,0,59,6,6,13,2.16667,3,0.5,1,0.166667,97.6667,3,9,9,3,3,1,3,1,100,1,5,3,3,1,1,0,0,100,11,25,2.27273,82.9091,4,0,9,22,4,2.44444,89.3333,0,1,1,0,1,39,0,1,2,0,2,69,0,
Jippieh Yeah,9,16,50,3.125,73,4.5625,18,18,8,1,32,50,1.5625,73,2.28125,89.2188,18,0.5625,2,25,41,57,2.28,14,0.56,3,0.12,89.08,6,9,14,2.33333,4,0.666667,0,0,95.5,0,0,0,0,0,0,0,0,0,1,5,2,2,0,0,0,0,55,23,40,1.73913,69.8261,2,0,22,39,2,1.77273,71.2273,0,1,1,0,1,39,0,0,0,0,0,0,0,
Anthony,9,16,49,3.0625,73,4.5625,15,15,21,5,32,49,1.53125,73,2.28125,86.4062,15,0.46875,1,7,11,17,2.42857,3,0.428571,3,0.428571,84.5714,22,33,51,2.31818,11,0.5,6,0.272727,89.5909,0,0,0,0,0,0,0,0,0,3,10,5,1.66667,1,0.333333,1,0.333333,67.3333,34,67,1.97059,78,7,1,29,54,4,1.86207,75.1724,1,5,13,3,2.6,94.4,0,0,0,0,0,0,0,
RedACEling,8,1,3,3,4,4,1,1,0,0,2,3,1.5,4,2,64,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,0,1,1,0,0,0,0,28,1,2,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,67,0,
Eric,9,7,20,2.85714,31,4.42857,6,7,5,0,14,20,1.42857,31,2.21429,85.8571,6,0.428571,2,7,11,16,2.28571,3,0.428571,4,0.571429,82.1429,6,9,15,2.5,3,0.5,2,0.333333,96.8333,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,46,11,20,1.81818,74,3,1,11,20,3,1.81818,74,1,0,0,0,0,0,0,0,0,0,0,0,0,
Brodavidict,9,11,35,3.18182,47,4.27273,12,12,1,0,20,35,1.75,47,2.35,91.6,12,0.6,0,19,32,44,2.31579,11,0.578947,7,0.368421,91.1579,1,3,3,3,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,70.5455,2,0,11,22,2,2,70.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,
