Player,TH,Total Wars,Total Closer Stars,Total Avg Closer Stars,Total Stars,Avg Total Stars,Total 3-stars,Total Holds,Total Bleeds,Total Nuked,Attacks,Closer Stars,Avg Closer Stars,Stars,Avg Stars,Avg Dmg %,3-stars,3-star %,Near-miss (95%),Salt Attacks,Salt Closer Stars,Salt Stars,Salt Avg Stars,Salt 3-stars,Salt 3-star %,Salt 1st Attempt,Salt % 1st Close,Salt Avg Dmg,Boot Attacks,Boot Closer Stars,Boot Stars,Boot Avg Stars,Boot 3-stars,Boot 3-star %,Boot 1st Attempt,Boot % 1st Close,Boot Avg Dmg,Nuke Attacks,Nuke Closer Stars,Nuke Stars,Nuke Avg Stars,Nuke 3-stars,Nuke 3-star %,Nuke 1st Attempt,Nuke % 1st Close,Nuke Avg Dmg,Snipe Attacks,Snipe Closer Stars,Snipe Stars,Snipe Avg Stars,Snipe 3-stars,Snipe 3-star %,Snipe 1st Attempt,Snipe % 1st Close,Snipe Avg Dmg,Total Defends,Stars Yielded,Avg Stars Yielded,Avg Dmg,3-stars Yielded,Misses,Peer Attacks,Peer Stars,Peer 3-stars,Peer Avg Stars,Peer Avg Dmg,Peer Misses,Nuke Attacks,Nuke Stars,Nuke 3-stars,Nuke Avg Stars,Nuke Avg Dmg,Nuke Misses,Snipe Attacks,Snipe Stars,Snipe 3-stars,Snipe Avg Stars,Snipe Avg Dmg,Snipe Misses,
C3,9,6,17,2.83333,29,4.83333,6,6,12,0,12,17,1.41667,29,2.41667,92.3333,6,0.5,0,5,5,10,2,1,0.2,0,0,85.2,6,9,16,2.66667,4,0.666667,2,0.333333,97,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,17,32,1.88235,69.6471,2,0,15,29,2,1.93333,73.2,0,0,0,0,0,0,0,2,3,0,1.5,43,0,
Lacey Clan,9,4,6,1.5,15,3.75,2,5,1,0,8,6,0.75,15,1.875,77.125,2,0.25,0,1,0,2,2,0,0,0,0,78,3,0,5,1.66667,0,0,0,0,74.6667,2,6,6,3,2,1,2,1,100,2,5,2,1,0,0,0,0,57.5,4,9,2.25,90.25,1,0,4,9,1,2.25,90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,
Blaine,9,2,9,4.5,9,4.5,3,4,0,0,4,9,2.25,9,2.25,83.75,3,0.75,0,4,9,9,2.25,3,0.75,0,0,83.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,69,0,0,1,2,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,
Av7,9,6,15,2.5,29,4.83333,5,3,3,1,12,15,1.25,29,2.41667,93.3333,5,0.416667,1,12,15,29,2.41667,5,0.416667,4,0.333333,93.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,2.11111,82.4444,3,0,8,17,3,2.125,81.125,0,1,2,0,2,93,0,0,0,0,0,0,0,
vtechno,9,3,8,2.66667,12,4,2,5,2,1,6,8,1.33333,12,2,83.8333,2,0.333333,1,4,2,6,1.5,0,0,1,0.25,75.75,2,6,6,3,2,1,1,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,74.25,0,0,3,6,0,2,71.3333,0,1,2,0,2,83,0,0,0,0,0,0,0,
Atlas,10,10,33,3.3,44,4.4,7,10,6,1,20,33,1.65,44,2.2,83.6,7,0.35,2,0,0,0,0,0,0,0,0,0,15,24,32,2.13333,4,0.266667,10,0.666667,80.4667,5,9,12,2.4,3,0.6,0,0,93,0,0,0,0,0,0,0,0,0,15,24,1.6,56.4,2,3,10,20,1,2,67.3,0,1,3,1,3,100,0,4,1,0,0.25,18.25,3,
Chezwick,10,3,8,2.66667,11,3.66667,2,3,2,1,6,8,1.33333,11,1.83333,69,2,0.333333,0,0,0,0,0,0,0,0,0,0,4,8,10,2.5,2,0.5,3,0.75,79.25,0,0,0,0,0,0,0,0,0,2,0,1,0.5,0,0,0,0,48.5,5,6,1.2,56.6,1,2,3,5,1,1.66667,67,1,1,0,0,0,34,1,1,1,0,1,48,0,
H,9,1,3,3,5,5,1,0,0,1,2,3,1.5,5,2.5,86.5,1,0.5,0,1,0,2,2,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,3,3,100,1,0,0,0,0,0,0,0,1,3,1,3,100,0,0,0,0,0,0,0,
H,9,14,25,1.78571,54,3.85714,8,7,7,8,28,25,0.892857,54,1.92857,81.6071,8,0.285714,3,15,10,27,1.8,2,0.133333,3,0.2,79.6667,6,15,17,2.83333,5,0.833333,1,0.166667,98.1667,0,0,0,0,0,0,0,0,0,7,3,10,1.42857,1,0.142857,0,0,71.5714,20,47,2.35,88.05,9,0,12,26,4,2.16667,82.75,0,8,21,5,2.625,96,0,0,0,0,0,0,0,
Khaos,9,4,9,2.25,18,4.5,3,4,0,0,8,9,1.125,18,2.25,83.25,3,0.375,0,2,0,4,2,0,0,0,0,73,5,6,11,2.2,2,0.4,2,0.4,84,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,4,8,2,71.25,0,0,4,8,0,2,71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,
Darth Carlos,9,1,6,6,6,6,2,0,0,1,2,6,3,6,3,100,2,1,0,1,3,3,3,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,3,3,100,1,0,0,0,0,0,0,0,1,3,1,3,100,0,0,0,0,0,0,0,
Darth Carlos,10,9,23,2.55556,42,4.66667,8,7,11,1,18,23,1.27778,42,2.33333,89.4444,8,0.444444,3,0,0,0,0,0,0,0,0,0,9,8,18,2,2,0.222222,1,0.111111,81.5556,8,15,21,2.625,5,0.625,0,0,97,1,0,3,3,1,1,0,0,100,20,38,1.9,73.85,3,0,11,23,2,2.09091,78.9091,0,1,1,0,1,33,0,8,14,1,1.75,72,0,
Chief Joshy,10,24,62,2.58333,93,3.875,11,28,6,12,48,62,1.29167,93,1.9375,69.6875,11,0.229167,1,0,0,0,0,0,0,0,0,0,34,47,68,2,6,0.176471,16,0.470588,71.0882,4,6,8,2,2,0.5,1,0.25,69.25,10,9,17,1.7,3,0.3,3,0.3,65.1,29,47,1.62069,62,3,4,13,23,1,1.76923,62.7692,1,12,20,2,1.66667,68.9167,2,4,4,0,1,38.75,1,
Aboy,10,21,62,2.95238,81,3.85714,18,25,10,6,38,62,1.63158,81,2.13158,81.1316,18,0.473684,2,0,0,0,0,0,0,0,0,0,23,29,44,1.91304,7,0.304348,5,0.217391,74.8696,12,33,35,2.91667,11,0.916667,2,0.166667,99.3333,3,0,2,0.666667,0,0,0,0,56.3333,28,50,1.78571,72.5,3,2,20,37,2,1.85,71.05,1,6,11,1,1.83333,78.5,0,2,2,0,1,69,1,
SlimShady,9,5,18,3.6,25,5,6,3,2,0,10,18,1.8,25,2.5,93.4,6,0.6,1,6,9,14,2.33333,3,0.5,2,0.333333,93.3333,3,6,8,2.66667,2,0.666667,2,0.666667,91.3333,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,7,15,2.14286,75,3,0,7,15,3,2.14286,75,0,0,0,0,0,0,0,0,0,0,0,0,0,
SlimShady,9,1,3,3,5,5,1,1,1,0,2,3,1.5,5,2.5,93,1,0.5,0,0,0,0,0,0,0,0,0,0,2,3,5,2.5,1,0.5,1,0.5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.5,91,0,0,2,3,0,1.5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alejandro,9,1,0,0,4,4,0,0,2,0,2,0,0,4,2,68.5,0,0,0,2,0,4,2,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,68.3333,1,0,2,4,1,2,74.5,0,0,0,0,0,0,0,1,2,0,2,56,0,
Jippieh Yeah,9,13,33,2.53846,62,4.76923,13,10,12,5,25,33,1.32,62,2.48,91.28,13,0.52,3,18,27,45,2.5,9,0.5,0,0,91.5,5,6,14,2.8,4,0.8,0,0,99.6,0,0,0,0,0,0,0,0,0,2,3,3,1.5,0,0,0,0,68.5,23,49,2.13043,83.3913,7,0,18,36,3,2,80.6667,0,5,13,4,2.6,93.2,0,0,0,0,0,0,0,
Anthony,9,2,3,1.5,6,3,1,2,2,1,4,3,0.75,6,1.5,75.5,1,0.25,0,2,0,2,1,0,0,0,0,59,2,3,4,2,1,0.5,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1.75,70.5,0,0,3,5,0,1.66667,65.3333,0,1,2,0,2,86,0,0,0,0,0,0,0,
Andy,9,7,15,2.14286,32,4.57143,5,2,3,3,14,15,1.07143,32,2.28571,81.7143,5,0.357143,0,8,6,17,2.125,2,0.25,2,0.25,79.625,4,9,11,2.75,3,0.75,1,0.25,96.75,0,0,0,0,0,0,0,0,0,2,3,4,2,0,0,0,0,60,10,25,2.5,88.3,5,0,7,17,3,2.42857,84.5714,0,3,8,2,2.66667,97,0,0,0,0,0,0,0,
Eric,9,12,33,2.75,52,4.33333,12,7,5,4,22,33,1.5,52,2.36364,90.5,12,0.545455,3,16,24,38,2.375,9,0.5625,4,0.25,89.25,5,9,13,2.6,3,0.6,0,0,97.8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,74,16,35,2.1875,83.625,7,1,12,23,3,1.91667,78.1667,1,4,12,4,3,100,0,0,0,0,0,0,0,
ttc15708,9,3,6,2,12,4,2,1,3,0,6,6,1,12,2,75.6667,2,0.333333,0,5,3,9,1.8,1,0.2,1,0.2,70.8,1,3,3,3,1,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,2.33333,86.3333,2,0,6,14,2,2.33333,86.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,
