Player,TH,Total Wars,Total Closer Stars,Total Avg Closer Stars,Total Stars,Avg Total Stars,Total 3-stars,Total Holds,Total Bleeds,Total Nuked,Attacks,Closer Stars,Avg Closer Stars,Stars,Avg Stars,Avg Dmg %,3-stars,3-star %,Near-miss (95%),Salt Attacks,Salt Closer Stars,Salt Stars,Salt Avg Stars,Salt 3-stars,Salt 3-star %,Salt 1st Attempt,Salt % 1st Close,Salt Avg Dmg,Boot Attacks,Boot Closer Stars,Boot Stars,Boot Avg Stars,Boot 3-stars,Boot 3-star %,Boot 1st Attempt,Boot % 1st Close,Boot Avg Dmg,Nuke Attacks,Nuke Closer Stars,Nuke Stars,Nuke Avg Stars,Nuke 3-stars,Nuke 3-star %,Nuke 1st Attempt,Nuke % 1st Close,Nuke Avg Dmg,Snipe Attacks,Snipe Closer Stars,Snipe Stars,Snipe Avg Stars,Snipe 3-stars,Snipe 3-star %,Snipe 1st Attempt,Snipe % 1st Close,Snipe Avg Dmg,Total Defends,Stars Yielded,Avg Stars Yielded,Avg Dmg,3-stars Yielded,Misses,Peer Attacks,Peer Stars,Peer 3-stars,Peer Avg Stars,Peer Avg Dmg,Peer Misses,Nuke Attacks,Nuke Stars,Nuke 3-stars,Nuke Avg Stars,Nuke Avg Dmg,Nuke Misses,Snipe Attacks,Snipe Stars,Snipe 3-stars,Snipe Avg Stars,Snipe Avg Dmg,Snipe Misses,
Blaine,9,25,90,3.6,122,4.88,30,18,22,14,50,90,1.8,122,2.44,93.04,30,0.6,5,46,84,114,2.47826,28,0.608696,18,0.391304,94.4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,2,2,0.5,2,0.5,76.75,46,89,1.93478,64.3478,11,0,23,47,4,2.04348,73.8696,0,14,33,7,2.35714,78.9286,0,9,9,0,1,17.3333,0,
vtechno,9,3,11,3.66667,14,4.66667,3,0,1,0,6,11,1.83333,14,2.33333,94,3,0.5,0,3,5,6,2,1,0.333333,0,0,90.3333,3,6,8,2.66667,2,0.666667,1,0.333333,97.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2.75,94,3,0,4,11,3,2.75,94,0,0,0,0,0,0,0,0,0,0,0,0,0,
Atlas,10,10,24,2.4,32,3.2,3,8,11,7,20,24,1.2,32,1.6,64.95,3,0.15,1,0,0,0,0,0,0,0,0,0,15,14,21,1.4,1,0.0666667,3,0.2,55.7333,5,10,11,2.2,2,0.4,0,0,92.6,0,0,0,0,0,0,0,0,0,21,29,1.38095,58.381,3,5,10,14,0,1.4,56.5,2,7,13,3,1.85714,77,1,4,2,0,0.5,30.5,2,
trappist9,8,5,12,2.4,16,3.2,5,1,2,2,8,12,1.5,16,2,78.25,5,0.625,0,1,3,3,3,1,1,0,0,100,4,9,12,3,4,1,2,0.5,100,0,0,0,0,0,0,0,0,0,3,0,1,0.333333,0,0,0,0,42,7,16,2.28571,85.1429,4,0,4,9,2,2.25,86,0,2,6,2,3,100,0,1,1,0,1,52,0,
Aboy1.0,8,2,6,3,9,4.5,2,0,0,0,4,6,1.5,9,2.25,86,2,0.5,1,0,0,0,0,0,0,0,0,0,3,6,8,2.66667,2,0.666667,2,0.666667,98.6667,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,48,2,6,3,100,2,0,2,6,2,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bantatz,9,3,15,5,17,5.66667,5,1,1,1,6,15,2.5,17,2.83333,97.6667,5,0.833333,0,6,15,17,2.83333,5,0.833333,3,0.5,97.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2.5,86.75,2,0,3,7,1,2.33333,82.3333,0,1,3,1,3,100,0,0,0,0,0,0,0,
Chezwick,10,13,38,2.92308,47,3.61538,5,11,6,11,26,38,1.46154,47,1.80769,70.2692,5,0.192308,3,0,0,0,0,0,0,0,0,0,11,17,23,2.09091,4,0.363636,2,0.181818,87.6364,1,3,3,3,1,1,0,0,100,14,18,21,1.5,0,0,3,0.214286,54.5,18,31,1.72222,62.6111,4,3,4,7,0,1.75,55.25,0,11,23,4,2.09091,75.1818,1,3,1,0,0.333333,26.3333,2,
Heiny the Great,9,1,3,3,5,5,1,0,1,0,2,3,1.5,5,2.5,81,1,0.5,0,2,3,5,2.5,1,0.5,1,0.5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2.5,99.5,1,0,2,5,1,2.5,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
jbarr,9,13,33,2.53846,55,4.23077,11,9,13,0,26,33,1.26923,55,2.11538,83.0769,11,0.423077,1,4,0,7,1.75,0,0,0,0,69,21,33,48,2.28571,11,0.52381,8,0.380952,88.7619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,25,48,1.92,77.24,6,1,25,48,6,1.92,77.24,1,0,0,0,0,0,0,0,0,0,0,0,0,
Darth Carlos,9,17,63,3.70588,80,4.70588,19,8,11,11,32,63,1.96875,80,2.5,93.1875,19,0.59375,3,26,55,67,2.57692,17,0.653846,9,0.346154,95.5385,1,0,2,2,0,0,0,0,99,0,0,0,0,0,0,0,0,0,5,8,11,2.2,2,0.4,2,0.4,79.8,28,63,2.25,81.9643,9,0,17,36,4,2.11765,78.8824,0,11,27,5,2.45455,86.7273,0,0,0,0,0,0,0,
Lavigne,9,1,3,3,5,5,1,0,2,1,2,3,1.5,5,2.5,91,1,0.5,0,2,3,5,2.5,1,0.5,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2.33333,89.3333,1,0,2,4,0,2,84,0,1,3,1,3,100,0,0,0,0,0,0,0,
Chief Joshy,10,3,8,2.66667,12,4,2,2,1,0,6,8,1.33333,12,2,74.3333,2,0.333333,0,1,0,2,2,0,0,0,0,85,2,2,3,1.5,0,0,0,0,49.5,3,6,7,2.33333,2,0.666667,1,0.333333,87.3333,0,0,0,0,0,0,0,0,0,4,8,2,76.25,1,0,4,8,1,2,76.25,0,0,0,0,0,0,0,0,0,0,0,0,0,
Aboy,9,5,9,1.8,16,3.2,3,2,4,5,10,9,0.9,16,1.6,73.2,3,0.3,0,2,6,6,3,2,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,1.25,1,0.125,0,0,66.5,9,16,1.77778,72.3333,3,2,4,3,0,0.75,42.5,2,5,13,3,2.6,96.2,0,0,0,0,0,0,0,
Aboy,10,13,30,2.30769,54,4.15385,8,15,6,6,26,30,1.15385,54,2.07692,80.2692,8,0.307692,1,1,3,3,3,1,1,0,0,100,15,16,30,2,2,0.133333,3,0.2,79.8,5,9,14,2.8,4,0.8,1,0.2,97.4,5,2,7,1.4,1,0.2,1,0.2,60.6,19,28,1.47368,64.6842,2,3,12,16,1,1.33333,62.8333,2,6,10,1,1.66667,69.1667,1,1,2,0,2,60,0,
stardust,9,5,20,4,25,5,6,2,3,0,10,20,2,25,2.5,86,6,0.6,0,7,18,20,2.85714,6,0.857143,1,0.142857,97.2857,1,0,1,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,58,8,16,2,81.125,3,1,8,16,3,2,81.125,1,0,0,0,0,0,0,0,0,0,0,0,0,
DimSum,9,15,46,3.06667,73,4.86667,14,8,13,1,30,46,1.53333,73,2.43333,90.7,14,0.466667,4,13,16,30,2.30769,4,0.307692,2,0.153846,86.8462,14,30,38,2.71429,10,0.714286,7,0.5,98.2143,0,0,0,0,0,0,0,0,0,3,2,5,1.66667,0,0,0,0,72.3333,27,58,2.14815,82.8148,9,1,26,55,8,2.11538,82.1538,1,1,3,1,3,100,0,0,0,0,0,0,0,
Dakth,8,3,6,2,7,2.33333,2,4,3,2,6,6,1,7,1.16667,60.8333,2,0.333333,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,3,3,3,1,1,1,1,100,4,0,1,0.25,0,0,0,0,41.25,5,9,1.8,82.6,1,0,3,6,1,2,87.3333,0,2,3,0,1.5,75.5,0,0,0,0,0,0,0,
Dakth,9,7,18,2.57143,31,4.42857,7,3,5,1,14,18,1.28571,31,2.21429,87.4286,7,0.5,2,4,0,6,1.5,0,0,0,0,59.5,6,6,13,2.16667,3,0.5,1,0.166667,97.6667,3,9,9,3,3,1,3,1,100,1,5,3,3,1,1,0,0,100,12,28,2.33333,84.3333,5,0,10,25,5,2.5,90.4,0,1,1,0,1,39,0,1,2,0,2,69,0,
Jippieh Yeah,9,18,62,3.44444,85,4.72222,22,18,11,1,36,62,1.72222,85,2.36111,90.4167,22,0.611111,2,28,50,66,2.35714,17,0.607143,5,0.178571,90.25,7,12,17,2.42857,5,0.714286,0,0,96.1429,0,0,0,0,0,0,0,0,0,1,5,2,2,0,0,0,0,55,28,52,1.85714,73.1071,4,0,27,51,4,1.88889,74.3704,0,1,1,0,1,39,0,0,0,0,0,0,0,
Anthony,9,18,49,2.72222,78,4.33333,15,15,26,5,35,49,1.4,78,2.22857,85.4,15,0.428571,1,8,11,18,2.25,3,0.375,3,0.375,82.25,24,33,55,2.29167,11,0.458333,6,0.25,88.7083,0,0,0,0,0,0,0,0,0,3,10,5,1.66667,1,0.333333,1,0.333333,67.3333,41,82,2,77.8049,9,1,36,69,6,1.91667,75.5,1,5,13,3,2.6,94.4,0,0,0,0,0,0,0,
RedACEling,8,1,3,3,4,4,1,1,0,0,2,3,1.5,4,2,64,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,1,1,1,100,1,0,1,1,0,0,0,0,28,1,2,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,67,0,
Eric,9,8,22,2.75,34,4.25,6,7,6,0,16,22,1.375,34,2.125,83.625,6,0.375,2,9,13,19,2.11111,3,0.333333,4,0.444444,79,6,9,15,2.5,3,0.5,2,0.333333,96.8333,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,46,13,24,1.84615,75.8462,4,1,13,24,4,1.84615,75.8462,1,0,0,0,0,0,0,0,0,0,0,0,0,
Brodavidict,9,11,35,3.18182,47,4.27273,12,12,1,0,20,35,1.75,47,2.35,91.6,12,0.6,0,19,32,44,2.31579,11,0.578947,7,0.368421,91.1579,1,3,3,3,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,2,70.5455,2,0,11,22,2,2,70.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,
